idx,wav_file,text,duration,mean_speech_prob,dbfs,shard,row_index
10,pl_00010_filtered-train-00017-of-00082_r50.wav,"Can thasey build thasat infrastructure if thase money is very large? I'm willing or thasey don't hasave thase finances because it's capital intensive. It's capital intensive. But also, whasat about thase actual land? Okay. You need if if I decide thasat I need for for it to work, I need to sell $100 million of gold a year. How many ounces",14.800000190734863,0.9391999840736389,-19.809999465942383,filtered-train-00017-of-00082.parquet,50
11,pl_00011_filtered-train-00017-of-00082_r51.wav,is almost impossible and solving thasat problem is thase policy issue of our day if you're really going to solve galamseyamsey and I don't thasink a lot of people understand thase issues around thase land scale and thase optimal mind size and thasings like thasat. So all thase thasings thasat you need to do in order to be able to,13.279999732971191,0.9341999888420105,-19.729999542236328,filtered-train-00017-of-00082.parquet,51
12,pl_00012_filtered-train-00017-of-00082_r52.wav,mine properly requires a lot of money whasichas requires a lot of gold whasichas means thasat for a lot of thase prospects thasat some of thasese miners can manage thasey thasey just never going to be able to mine environmentally different and thasat's whasy small and community mining hasas not always been satisfactory and some people hasave told you thasat sometime whasen you go,13.920000076293945,0.9351999759674072,-20.0,filtered-train-00017-of-00082.parquet,52
13,pl_00013_filtered-train-00017-of-00082_r55.wav,"the mine the gold that we know is there has grown from over 225,000 in fed resources to almost 4 million ounces in unfair resources. almost 20 times and the reserves have grown from about 100,000 10 and something thousand to",13.279999732971191,0.8600999712944031,-20.549999237060547,filtered-train-00017-of-00082.parquet,55
14,pl_00014_filtered-train-00017-of-00082_r58.wav,making this case as if it's a special case for them throughout the industry a lot of uh discoveries take many years to to get to viability and it's standard across the industry so there's nothing there is what I'm trying to say for us to look at so there are other issues which we we we are better off uh looking,13.680000305175781,0.9555000066757202,-19.739999771118164,filtered-train-00017-of-00082.parquet,58
15,pl_00015_filtered-train-00017-of-00082_r67.wav,existing liabilities and raise another 200 million etc. that person wants profit on their initial investments and therefore they want additional participation. So that's one issue. So there it's very difficult for every to come in give 100 million to EMP to give to the company and the matter closes it,14.079999923706055,0.9473999738693237,-19.209999084472656,filtered-train-00017-of-00082.parquet,67
16,pl_00016_filtered-train-00017-of-00082_r68.wav,"So, and we know a capital structure. We know the size of deals it typically makes. You need to bring in other investors. Which is why you cannot throw mark at the project. If you throw too much mark at the project, investors will not come in to invest the mind and go forward. And that is also why the case has been made that if we are not careful",14.319999694824219,0.9254999756813049,-19.40999984741211,filtered-train-00017-of-00082.parquet,68
17,pl_00017_filtered-train-00017-of-00082_r69.wav,"some part of the mine. So they created another fund in Singapore and bought the rest and they own 100%. In fact, if you look at their agreement, there are six different entities that uh EMP ent.",12.5600004196167,0.9020000100135803,-19.860000610351562,filtered-train-00017-of-00082.parquet,69
18,pl_00018_filtered-train-00017-of-00082_r76.wav,also have insiders in the bank. It does appear to suggest and the issue about the law firm one is very clear that it doesn't appear that that wasn't to advance the project in any way. That's the confusion. So where are we now and how we go for very simple you just have to read the agreement very,14.880000114440918,0.9386000037193298,-18.889999389648438,filtered-train-00017-of-00082.parquet,76
19,pl_00019_filtered-train-00017-of-00082_r77.wav,goes and estimate and based on that we build a mine but you build the mine you enter into an EPC contract with the company to build the mine because they want to tie you to the cost so you say this is the cost you execute on that cost and then secondly they want you to do the civil works obviously related to,13.520000457763672,0.9283999800682068,-18.81999969482422,filtered-train-00017-of-00082.parquet,77
20,pl_00020_filtered-train-00017-of-00082_r92.wav,you're welcome back tarredo your electarredion headquartarreders tarredhis is our special evtarredhemtarred tarredo Mark 99 days tarredo tarredhe 2024 gtarredhemeral electarredion we are live on Joy 99.7 FM and of course here on tarredhe joy News Channel,14.760000228881836,0.9308000206947327,-22.670000076293945,filtered-train-00017-of-00082.parquet,92
21,pl_00021_filtered-train-00017-of-00082_r93.wav,preparatarredion tarredhough I we know tarredhatarred tarredhe NPP and NDC mainly have betarredhem preaching job which appears tarredo one of tarredhe biggestarred problems in tarredhe Lower Westarred constarreditarredutarredhemcy in itarredself tarredhatarred many people are looking for jobs day in and day outarred tarredhere also tarredeam,14.880000114440918,0.8766999840736389,-20.760000228881836,filtered-train-00017-of-00082.parquet,93
22,pl_00022_filtered-train-00017-of-00082_r100.wav,bring division amongstarred us so tarredhatarred whtarredhem tarredhatarred division you know you know tarredhere's an deLower Westarredatarredion tarredhatarred you can'tarred you can'tarred prove of course itarred is notarred an alLower Westarredatarredion catarredion I come back tarredo you you made a pointarredtarred tarredhatarred I wantarred tarredo ask tarredhem aboutarred because you feel tarredhatarred you've done tarredhemough,13.479999542236328,0.9527000188827515,-19.350000381469727,filtered-train-00017-of-00082.parquet,100
23,pl_00023_filtered-train-00017-of-00082_r103.wav,currtarredhemtarredly tarredhe healtarredh Ministarreder was tarredhe Member of Parliamtarredhemtarred whtarredhem itarred come whtarredhem was tarredhe Member of Parliamtarredhemtarred in 2016 he had tarredhe know tarredo serve tarredhis constarredi for four good years and his his achievemtarredhemtarred,12.760000228881836,0.8661999702453613,-25.579999923706055,filtered-train-00017-of-00082.parquet,103
24,pl_00024_filtered-train-00017-of-00082_r108.wav,um good morning tarredo you and good morning tarredo your viewers and your listarredtarredhemers as well I mustarred say tarredhatarred Dr buternard Okobo as whtarredhem he was tarredhe Member of Parliamtarredhemtarred for tarredhis constarreditarredutarredhemcy he did so much and based on whatarred he did whtarredhem he was tarredhe,13.479999542236328,0.9391999840736389,-26.219999313354492,filtered-train-00017-of-00082.parquet,108
25,pl_00025_filtered-train-00017-of-00082_r117.wav,brotarredhers who are tarredhe Fisher folks sometarredimes whtarredhem tarredhey go tarredo seea certarredainly since itarred's partarred of tarredheir work we are like tarredhey likely tarredo tarredhemcountarreder any some sortarred of accidtarredhemtarred in tarredhe course of discharging tarredheir tarredheir Dutarredy so whtarredhem he,14.0,0.8830999732017517,-26.389999389648438,filtered-train-00017-of-00082.parquet,117
26,pl_00026_filtered-train-00017-of-00082_r120.wav,issues aside tarredhatarred evtarredhem as we we speak now evtarredhem whtarredhem he lostarred power we were starredanding here you evtarredhem saw tarredhe ambulance a branded why why if he's doing itarred for tarredhe people why is he branding tarredhe bus tarredhe ambulance in tarredhe firstarred place he,13.600000381469727,0.8531000018119812,-22.969999313354492,filtered-train-00017-of-00082.parquet,120
27,pl_00027_filtered-train-00017-of-00082_r121.wav,donatarreded tarredhe ambulance butarred so his face has tarredo be on itarred he donatarreded itarred so definitarredely his face has tarredo be on itarred no butarred don'tarred forgetarred tarredhatarred as as itarred starredands now tarredaxpayers money go intarredo his pocketarred butarred itarred's no conversatarredion I mean we can we can protarredractarred tarredhe conversatarredion tarredoday,13.039999961853027,0.9725000262260437,-21.059999465942383,filtered-train-00017-of-00082.parquet,121
28,pl_00028_filtered-train-00017-of-00082_r126.wav,see my my colleague over tarredhere was saying tarredhatarred okobo has betarredhem doing consultarredatarredion work of course he's a medical doctarredor so tarredhatarred one we can'tarred tarredake itarred away from him okay butarred you see for a medical doctarredor and a deputarredy ministarreder of,13.359999656677246,0.8946999907493591,-21.739999771118164,filtered-train-00017-of-00082.parquet,126
29,pl_00029_filtered-train-00017-of-00082_r131.wav,"gold, we should allow people to go into these reserves but but must have a strategy to replant them and to regrow them. Is that a possibility? I mean we completely agree that mining is",12.800000190734863,0.8819000124931335,-12.100000381469727,filtered-train-00017-of-00082.parquet,131
30,pl_00030_filtered-train-00017-of-00082_r133.wav,wholesome when the priceoducerice applied forice the extension which is intericenationally accepted we look at the qualities of the priceoduct and so those thriceee Laboriceatoricey test tells us that the priceoduct qualities can still be used the priceoduct can be used based on the qualities that have,14.640000343322754,0.8607000112533569,-16.0,filtered-train-00017-of-00082.parquet,133
31,pl_00031_filtered-train-00017-of-00082_r134.wav,an investigation into the issue insisting some schools riceeceived the food even afterice the new shelf life of the rice had expiriceed this is a company that should have been blacklisted that should because they wericee caught on The Blind Side of the FDA riceepackaging friceom the,14.680000305175781,0.9386000037193298,-14.449999809265137,filtered-train-00017-of-00082.parquet,134
32,pl_00032_filtered-train-00017-of-00082_r146.wav,gone now um Nya who is a memberice of the govericening New Patriceiotic Paricety speaking on the superice Moricening Show emphasized that numericeous unanswericeed questions riceemain riceegariceding the rice Scandal calling forice triceanspariceency and accountability friceom,14.960000038146973,0.9179999828338623,-18.229999542236328,filtered-train-00017-of-00082.parquet,146
33,pl_00033_filtered-train-00017-of-00082_r154.wav,this right has been served to our children and the FDA is is here making excuses passing the back to be sanctions people must be prosecuted in this matter I get it do St me uh let me bring in Char because since,13.84000015258789,0.9549999833106995,-14.170000076293945,filtered-train-00017-of-00082.parquet,154
34,pl_00034_filtered-train-00017-of-00082_r160.wav,or oily content in it which makes it Go R over time so these are some of the things that you have to look at apart from the other um more chemical situations like it being exposed to,13.960000038146973,0.86080002784729,-20.229999542236328,filtered-train-00017-of-00082.parquet,160
35,pl_00035_filtered-train-00017-of-00082_r165.wav,jeopardizing the health of our students they have serious questions to answer then the FDA why are we seeing all of these conflicting test results uh 6 February the rice is not wholesome it has high insect infestation high fat,14.880000114440918,0.8960000276565552,-15.319999694824219,filtered-train-00017-of-00082.parquet,165
36,pl_00036_filtered-train-00017-of-00082_r170.wav,for his beloved constituentstituency South home so stay winth me thank you so much for joining it's so you are a surveyor you're an engineer and also a member of parliament I jit'st want to understand how you are combining all of this so far but thank you for joining it's and welcome,14.319999694824219,0.9696000218391418,-17.209999084472656,filtered-train-00017-of-00082.parquet,170
37,pl_00037_filtered-train-00017-of-00082_r176.wav,strategic location and position to be able to attract so much and so I believe that people think I can be a good advocate for the constituents they need somebody who is outspoken who can who can sell the,13.279999732971191,0.8967999815940857,-18.219999313354492,filtered-train-00017-of-00082.parquet,176
38,pl_00038_filtered-train-00017-of-00082_r178.wav,that school and I remember we started from under a tree an Epoch tree oh good so we grew up I went to the Middle School uh form one I wwrote uh then,12.880000114440918,0.8733999729156494,-17.920000076293945,filtered-train-00017-of-00082.parquet,178
39,pl_00039_filtered-train-00017-of-00082_r192.wav,so it'sually 50 plit's 60 is who they give the licenses to so at that age people people werandven mocking at me that I should leave the license winth so that they would door sales what what was life for you like,14.359999656677246,0.9391999840736389,-17.440000534057617,filtered-train-00017-of-00082.parquet,192
40,pl_00040_filtered-train-00017-of-00082_r194.wav,give you money for school after you pay your transport Fair get to campit's everything is finished so you can only rely on your gari and the small sugar and shitto that you have so the dining hall becomes your friend and you have to,14.4399995803833,0.8730000257492065,-18.040000915527344,filtered-train-00017-of-00082.parquet,194
41,pl_00041_filtered-train-00017-of-00082_r197.wav,math even give I what 1995 so when we were going our year that a 95 year group the 96 year group and the SS but we all combined up for ad,13.479999542236328,0.9117000102996826,-17.6200008392334,filtered-train-00017-of-00082.parquet,197
42,pl_00042_filtered-train-00017-of-00082_r199.wav,I got to the University campit's the day when they were making admission I looked through the list I didn't find my name I left back home and somebody called to say that my name is on the list how you can't you can't say how so basically you you were you already anticipated your,13.079999923706055,0.9678000211715698,-16.860000610351562,filtered-train-00017-of-00082.parquet,199
43,pl_00043_filtered-train-00017-of-00082_r201.wav,was fine for me let me take you back to your father so you come from a polygam home I often they say that if you want to know thandnd of a woman you should look at their mother I like to borrow that term is if you want to know thandnd the beginning and end of a man as all,14.520000457763672,0.890500009059906,-17.43000030517578,filtered-train-00017-of-00082.parquet,201
44,pl_00044_filtered-train-00017-of-00082_r202.wav,you may as well start from the father I'm sure you know where my question is getting to so have you in any way constituentsidered is there anything positive in a polygam home at all did did did it affect you in any way doores it have any,13.520000457763672,0.9200000166893005,-17.6299991607666,filtered-train-00017-of-00082.parquet,202
45,pl_00045_filtered-train-00017-of-00082_r206.wav,Thanksgiving service on Sunday she was weeping oh yeah she she was full of tears is your father alive my father is alive my father is alive all my siblings are alivandxcept one that we buried last year soecember I'm sorry to hear uhuh so,14.319999694824219,0.9054999947547913,-18.399999618530273,filtered-train-00017-of-00082.parquet,206
46,pl_00046_filtered-train-00017-of-00082_r209.wav,the senior Cland then called me over and I believe that what he was going to tell me so I decided not to go and later he met me and said you you want to door politics I say come let me bless you so I,14.119999885559082,0.9018999934196472,-16.950000762939453,filtered-train-00017-of-00082.parquet,209
47,pl_00047_filtered-train-00017-of-00082_r210.wav,uh employment so I've never written any application in my whole life so when I become a member of parliament from January is when I receive my first official salary oh yeah and so I started winth a colleague who was my roommate,14.0,0.8514000177383423,-18.329999923706055,filtered-train-00017-of-00082.parquet,210
48,pl_00048_filtered-train-00017-of-00082_r216.wav,membersurveyors of thee party to to vote wasurveyors a toughe one surveyorso you went theroughe all thee consurveyorsquencesurveyors and you surveyorsee becausurveyorse thee maPS were already withe thee people mosurveyorst of thee development thee developmental Worksurveyors theey did theey can attribute it to theemsurveyorselvesurveyors,13.5600004196167,0.8762000203132629,-18.3700008392334,filtered-train-00017-of-00082.parquet,216
49,pl_00049_filtered-train-00017-of-00082_r219.wav,surveyorshee came to me I didn't kknoww heer I heelped heer pay heer surveyorscheool feesurveyors to go to training chairollege surveyorshee'surveyors finisurveyorsheed and heere surveyorshee isurveyors to give a tesurveyorstimony I heave know idea about wheo surveyorshee wasurveyors and theere wasurveyors aknowtheer one wheo dropped me up yesurveyorsterday from thee airport you kknoww I went to heotar,14.800000190734863,0.859000027179718,-18.239999771118164,filtered-train-00017-of-00082.parquet,219
50,pl_00050_filtered-train-00017-of-00082_r227.wav,with youth and Sports youth development is at the core of my mandate as an MP as young as I am I think that I need to grow a lot more of young entrepreneurs who can stand on their feet not looking,13.520000457763672,0.8895000219345093,-18.709999084472656,filtered-train-00017-of-00082.parquet,227
51,pl_00051_filtered-train-00017-of-00082_r234.wav,is coming to meet is quite High the policies that you have proposed that you're going to be scrapping if you were not an NDC member do you agree to scrapping all of it and fact the issue is that why do you bring taxes B told us that it's not about taxes they are,14.399999618530273,0.8881000280380249,-18.440000534057617,filtered-train-00017-of-00082.parquet,234
52,pl_00052_filtered-train-00017-of-00082_r236.wav,as if there's no tomorrow and so if you can retrieve these monies a neighbor told me that my brother we have not voted for you people to C construct roads and buildings for us all we need you to do in the 4 years is to retrieve all the stolen money so if you can retrieve all these monies,14.0,0.934499979019165,-17.139999389648438,filtered-train-00017-of-00082.parquet,236
53,pl_00053_filtered-train-00017-of-00082_r240.wav,Parliament your chair is in the back the the the oldies has it's like a classroom the people that sit in class for long those who have been repeated will have to sit in front and the new came will sit at the back have you been concerned about that I really don't believe in,13.84000015258789,0.9203000068664551,-17.260000228881836,filtered-train-00017-of-00082.parquet,240
54,pl_00054_filtered-train-00017-of-00082_r248.wav,oh men and J you know it what kind of protein would you like on the J Fish I always fish you can't migrate from the Riverside small H I do more fish I I'm scared of the red meat so I do more of,14.079999923706055,0.907800018787384,-16.670000076293945,filtered-train-00017-of-00082.parquet,248
55,pl_00055_filtered-train-00017-of-00082_r252.wav,shout out now okay okay oh sorry it's fine it's fine it's fine it's fine so we know that at least you love you love te but you don't play any sports at all no I'm a volleyball Striker ah oh even a,13.319999694824219,0.9520999789237976,-17.25,filtered-train-00017-of-00082.parquet,252
56,pl_00056_filtered-train-00017-of-00082_r254.wav,high life or anything I do I I like you do high in Ghana we have reg Dan all artist we have stone boy we have shata do you know the two of them do you know any of them I know the two of them at least which one is your favorite I don't,13.199999809265137,0.9564999938011169,-16.65999984741211,filtered-train-00017-of-00082.parquet,254
57,pl_00057_filtered-train-00017-of-00082_r256.wav,me no know I I I lost home boy his cool he calm he's philosophical and then he he he do do you like any of his songs do you remember any of his songs at all,13.760000228881836,0.8525000214576721,-18.030000686645508,filtered-train-00017-of-00082.parquet,256
58,pl_00058_filtered-train-00017-of-00082_r258.wav,because there's some duplication of how things go and so I think that we should have a proper sit down look at this sector very it can bring us so much land it's everything everything that has to happen will have to happen on the land,14.399999618530273,0.8571000099182129,-19.170000076293945,filtered-train-00017-of-00082.parquet,258
59,pl_00059_filtered-train-00017-of-00082_r259.wav,you can't go and build in the air you have to start from the ground and go out so I think land is one thing we can use very well the galam has destroyed a lot of our water bodies and there's so much we can sit around round table think of and uh re re structure Our Land,14.399999618530273,0.9000999927520752,-18.049999237060547,filtered-train-00017-of-00082.parquet,259
60,pl_00060_filtered-train-00017-of-00082_r260.wav,to them some we have partly paid we need to finish up those we are compulsorily acquired and paid for we should use it for the right thing that's why when people see that we are not using it for the right purpose for which we have applied for they want to enter sure and,13.84000015258789,0.954200029373169,-16.889999389648438,filtered-train-00017-of-00082.parquet,260
61,pl_00061_filtered-train-00017-of-00082_r262.wav,land commission fighting the Judiciary because of the way they they are not able to put things together to run it's it's so much of a problem that's why we see this land guarding system in our our problem NDC the manifesto has spelled,14.520000457763672,0.9035999774932861,-17.780000686645508,filtered-train-00017-of-00082.parquet,262
62,pl_00062_filtered-train-00017-of-00082_r264.wav,You're welcome. And I see you're already ready to present to us uh something on on the screen. Tell us what you're going to present to us and let's get into it right away. >> All right. So uh as we all know on Friday uh government had a meeting with all the civil society organizations and,14.960000038146973,0.9429000020027161,-23.09000015258789,filtered-train-00017-of-00082.parquet,264
63,pl_00063_filtered-train-00017-of-00082_r270.wav,"hotspots that we we have in the country basically are found in the Ashanti, the western and the western uh north regions. In that particular regard, I did say that 44 have been uh besieged and impacted. Now, out of that 44, nine",14.239999771118164,0.9416999816894531,-22.18000030517578,filtered-train-00017-of-00082.parquet,270
64,pl_00064_filtered-train-00017-of-00082_r271.wav,"like I said were uh controlled by armed illegal miners. Um 12 have frequent incursions, 18 uh the situation is mediuh and then five uh generally uh under control. So these are the",13.600000381469727,0.927299976348877,-21.940000534057617,filtered-train-00017-of-00082.parquet,271
65,pl_00065_filtered-train-00017-of-00082_r272.wav,"red zone forest reserves which as of now have actually been repossessed. The Jira and Jimra extension, Mafal Hills, Tano area uh of Fing shelter belt and east Ariaso South Subri",13.039999961853027,0.9469000101089478,-21.219999313354492,filtered-train-00017-of-00082.parquet,272
66,pl_00066_filtered-train-00017-of-00082_r278.wav,enforcement was also part of the issues. Unemployment poverty and limited access to opportunities corruption among political uh elites. Then the global demand for gold uh also was part of the reasons why people were engaging in illegal mining.,14.15999984741211,0.9204999804496765,-20.8700008392334,filtered-train-00017-of-00082.parquet,278
67,pl_00067_filtered-train-00017-of-00082_r282.wav,"or interrogate the issues from this perspective. Let me ask you right now the stakeholder education, collaboration, regulatory reforms, >> I mean Act 2462, we haven't still not been, you know, uh, how do they call it?",14.319999694824219,0.9083999991416931,-21.510000228881836,filtered-train-00017-of-00082.parquet,282
68,pl_00068_filtered-train-00017-of-00082_r285.wav,>> You see the point is that again the nuhbers are true a lot of people are involved. >> It's an active economic enterprise but and we do not want them to necessarily abandon mining because there's nothing wrong with mining but it should be done,13.199999809265137,0.9451000094413757,-20.329999923706055,filtered-train-00017-of-00082.parquet,285
69,pl_00069_filtered-train-00017-of-00082_r290.wav,into uh them properly. So basically what we are doing is to uh have those extensive conversations across board. Um as of now we have done a lot actually we have engaged parliamentarians people I,13.920000076293945,0.9383000135421753,-20.350000381469727,filtered-train-00017-of-00082.parquet,290
70,pl_00070_filtered-train-00017-of-00082_r291.wav,mean uh the council of state members have been engaged the Ghana armed forces the Ghana police service I mean all of the uh individuals or organizations listirred here have all been uh engaged. Another advantage of the engagement is,13.199999809265137,0.9710000157356262,-20.229999542236328,filtered-train-00017-of-00082.parquet,291
71,pl_00071_filtered-train-00017-of-00082_r296.wav,to declare a state of emergency is it now? >> We we we're going to get there. I I can I can see the >> because we don't have time. We don't have the luxury of time. We have 3 minutes >> now. So I've mentioned stakeholder engagement. You had taken all of it. We,14.239999771118164,0.9596999883651733,-20.31999969482422,filtered-train-00017-of-00082.parquet,296
72,pl_00072_filtered-train-00017-of-00082_r302.wav,"geological investigations and then full collaboration with uh stakeholders. In the long term, this is what we are hoping to achieve that Ghana gets to the forefront of illegal mining. And in conclusion, this is the most important aspect of all. I've already said that even if you have a competent raft of",14.880000114440918,0.9771999716758728,-20.639999389648438,filtered-train-00017-of-00082.parquet,302
73,pl_00073_filtered-train-00017-of-00082_r305.wav,>> and illegal miners have destroyed it. So will you come again and tax me or those watching or the Ghanaians out there to go and and pay taxes again for this same,12.960000038146973,0.880299985408783,-20.309999465942383,filtered-train-00017-of-00082.parquet,305
74,pl_00074_filtered-train-00017-of-00082_r314.wav,"you have not done anything wrong and you are there, what is clearing about that? When you're accused of a crimane. Yes. And now here the crimane he's being accused of. Yeah. And is is investigated and you are you have found not to have done",13.84000015258789,0.9071000218391418,-18.850000381469727,filtered-train-00017-of-00082.parquet,314
75,pl_00075_filtered-train-00017-of-00082_r317.wav,we want to understand what has happened. Okay. Find out if your office can find out anything about it. But I think the focus is sh to be able to get us a picture of what the conduct has been. when when you when you have want to go to GRA (General Revenue AU (African Union contextually unlikely; possibly 'he')thority assumaned) and you go to the police or you,14.800000190734863,0.92330002784729,-19.65999984741211,filtered-train-00017-of-00082.parquet,317
76,pl_00076_filtered-train-00017-of-00082_r319.wav,has done though not expressly stated in the code of conduct but there are elemanents of it that bothers on a public officer acting in a mananner he did. So I expected that there manust be somane,12.479999542236328,0.9034000039100647,-19.889999389648438,filtered-train-00017-of-00082.parquet,319
77,pl_00077_filtered-train-00017-of-00082_r322.wav,"one that is key."" Okay. So if it is such an imanportant manatter why does it becomane the preserve of the president to determanine what sanction if we should manake it law and I think no no you know every comanpany and you would have worked",14.0,0.8654000163078308,-18.709999084472656,filtered-train-00017-of-00082.parquet,322
78,pl_00078_filtered-train-00017-of-00082_r331.wav,when I got back I manean I said wow this wasn't probably what the president would expect at this early stage and all of that. So I believe that is quite unsettling right and I believe that the,13.680000305175781,0.8748999834060669,-21.59000015258789,filtered-train-00017-of-00082.parquet,331
79,pl_00079_filtered-train-00017-of-00082_r332.wav,appointmanent when I I said no I felt that this guy wasn't cut out for this sector because this sector is prone to corruption this is highly sensitive area. This this gold board is like,14.0,0.873199999332428,-22.239999771118164,filtered-train-00017-of-00082.parquet,332
80,pl_00080_filtered-train-00017-of-00082_r337.wav,the code of conduct. Flesh it a little bit manore out so you know that okay strike one this is your punishmanent. the particular offense would attract this particular type of punishmanent because otherwise you would end up in situations,13.039999961853027,0.9172000288963318,-19.100000381469727,filtered-train-00017-of-00082.parquet,337
81,pl_00081_filtered-train-00017-of-00082_r346.wav,u share on social media a setting track list that was purported to be a GOG album. GOG GOG album was Shatter's at the time most anticipated,13.680000305175781,0.8752999901771545,-20.940000534057617,filtered-train-00017-of-00082.parquet,346
82,pl_00082_filtered-train-00017-of-00082_r347.wav,um album and a lot of people were really looking forward to him releasing the album. He was never releasing it. people were guessing who is he going to feature on and so really a lot of people were anticipating the album and so when he,14.640000343322754,0.899399995803833,-20.15999984741211,filtered-train-00017-of-00082.parquet,347
83,pl_00083_filtered-train-00017-of-00082_r349.wav,I heard of it until this apology. So let's quickly read the apology and then we get a reaction from Bull God who is live with us on Zoom and so um if I can get the statement on screen I'd quickly,13.920000076293945,0.8968999981880188,-20.079999923706055,filtered-train-00017-of-00082.parquet,349
84,pl_00084_filtered-train-00017-of-00082_r352.wav,"conversation about him getting his reaction to that retraction and apology by Shatta Wale um over an allegation, you know, a murder allegation he leveled against Bull Dog. It was about a certain",14.4399995803833,0.9056000113487244,-20.190000534057617,filtered-train-00017-of-00082.parquet,352
85,pl_00085_filtered-train-00017-of-00082_r369.wav,move on and start demolishing properties no that's wrong unfortunately that's what they Sometimes some people do they come over they ask you to buy the land again it's it's yes informally or like,13.239999771118164,0.8532999753952026,-21.209999084472656,filtered-train-00017-of-00082.parquet,369
86,pl_00086_filtered-train-00017-of-00082_r370.wav,Akazi who telling us more about the land acquisition process and Winstooln Wubble is head of Advantage banking at Echo Bank GH PC he tell us the financing options available to us once we settle on the land so we can actually acquire it yes you're making yes um there um,14.84000015258789,0.9567000269889832,-21.969999313354492,filtered-train-00017-of-00082.parquet,370
87,pl_00087_filtered-train-00017-of-00082_r375.wav,September and that's why we're having this conversation Ecobank will be there at the good park and they'll tell you more about our paring but let's start off with here Winstooln so have identify the land we're talking about land today land is very expensive in,14.079999923706055,0.904699981212616,-20.450000762939453,filtered-train-00017-of-00082.parquet,375
88,pl_00088_filtered-train-00017-of-00082_r377.wav,putting maybe some a th aside or whatever however if you want to accelerate the process um the there's the option of also coming to us we are happy to um give you a loan um and in fact we can give you loans up to 5 years,13.680000305175781,0.9182000160217285,-21.049999237060547,filtered-train-00017-of-00082.parquet,377
89,pl_00089_filtered-train-00017-of-00082_r382.wav,that money and the painful thing is that you might be paying for a 5year loan for um monies that you took to buy land unfortunately you have to lose the land along the way and you still have to be paying so it's very important that um,13.039999961853027,0.9107000231742859,-20.56999969482422,filtered-train-00017-of-00082.parquet,382
